date,time,day,station,code,min_delay,min_gap,bound,line_code,day_type,rush_type,season,is_holiday,Max Temp (°C),Min Temp (°C),Total Precip (mm),Snow on Grnd (cm),line_name,line_number,POINT_X,POINT_Y,code_description
2024-01-01,11:39:00,Monday,Old Mill,TUSC,3,7,E,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.495150479,43.64999656,Operator Overspeeding
2024-01-01,12:11:00,Monday,Spadina,MUIR,0,0,N,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.404053464,43.667271999,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-01,12:54:00,Monday,St Patrick,SUDP,0,0,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.388514008,43.654744649,Disorderly Patron
2024-01-01,13:24:00,Monday,Vaughan Met. Centre,SUDP,0,0,NA,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.526543035,43.793593306,Disorderly Patron
2024-01-01,14:06:00,Monday,Yonge,MUIR,0,0,E,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.38594519,43.670985406,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-01,14:15:00,Monday,Bloor,MUIR,12,16,N,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.3852,43.67,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-01,15:15:00,Monday,Lansdowne,MUDD,7,11,E,BD,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.442988936,43.659060096,Door Problems - Debris Related
2024-01-01,15:23:00,Monday,St George,PUMEL,0,0,NA,YU,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.397849346,43.668584618,Escalator/Elevator Incident
2024-01-01,15:38:00,Monday,College,MUPAA,4,8,N,YU,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.383313131,43.661307158,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-01,16:05:00,Monday,Spadina,SUDP,0,0,NA,BD,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.404053464,43.667271999,Disorderly Patron
2024-01-01,16:20:00,Monday,Rosedale,SUDP,7,11,S,YU,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.388772396,43.677128586,Disorderly Patron
2024-01-01,17:17:00,Monday,Bloor,SUDP,0,0,S,YU,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.3852,43.67,Disorderly Patron
2024-01-01,17:35:00,Monday,Rosedale,MUPAA,0,0,N,YU,Weekday,evening,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.388772396,43.677128586,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-01,19:01:00,Monday,Dufferin,MUIRS,0,0,W,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.435516833,43.660191777,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-01,19:54:00,Monday,Donlands,SUUT,0,0,W,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.337800388,43.681180597,Unauthorized at Track Level
2024-01-01,20:52:00,Monday,Queen,MUPAA,7,13,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.379455679,43.652393313,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-01,21:07:00,Monday,Kennedy,MUNOA,6,12,W,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.264538997,43.732246741,No Operator Immediately Available - Not E.S.A. Related 
2024-01-01,22:10:00,Monday,Dufferin,MUIS,0,0,NA,BD,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.435516833,43.660191777,Injured or ill Customer (In Station) - Transported
2024-01-01,22:13:00,Monday,St George,SUDP,0,0,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.397849346,43.668584618,Disorderly Patron
2024-01-01,00:44:00,Monday,Vaughan Met. Centre,MUPAA,0,0,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.526543035,43.793593306,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-01,00:48:00,Monday,Bloor,SUO,0,0,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Bloor-Danforth,2,-79.3852,43.67,Passenger Other
2024-01-01,01:10:00,Monday,Vaughan Met. Centre,MUO,8,14,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.526543035,43.793593306,Miscellaneous Other
2024-01-01,01:11:00,Monday,Dundas,SUO,0,0,S,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.381123655,43.656277584,Passenger Other
2024-01-01,01:38:00,Monday,St George,SUUT,0,0,N,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.397849346,43.668584618,Unauthorized at Track Level
2024-01-01,01:46:00,Monday,Sheppard West,SUAE,0,0,NA,YU,Weekday,none,Winter,1,-0.7,-3.1,0.1,2,Yonge-University,1,-79.462584556,43.750410786,Assault / Employee Involved
2024-01-02,02:06:00,Tuesday,Finch,MUIS,0,0,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.415772005,43.780682365,Injured or ill Customer (In Station) - Transported
2024-01-02,06:02:00,Tuesday,Spadina,TUSC,0,0,E,BD,Weekday,morning,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.404053464,43.667271999,Operator Overspeeding
2024-01-02,06:19:00,Tuesday,Warden,MUIRS,0,0,NA,BD,Weekday,morning,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.278911529,43.712536504,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-02,06:42:00,Tuesday,St Clair West,MUIS,0,0,NA,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.415524426,43.68370091,Injured or ill Customer (In Station) - Transported
2024-01-02,06:53:00,Tuesday,Christie,SUO,0,0,NA,BD,Weekday,morning,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.418760827,43.663990096,Passenger Other
2024-01-02,07:40:00,Tuesday,Davisville,SUDP,6,9,S,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397541379,43.698088363,Disorderly Patron
2024-01-02,07:45:00,Tuesday,St George,MUIR,0,0,N,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397849346,43.668584618,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-02,07:47:00,Tuesday,Bloor,SUO,0,0,N,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,Passenger Other
2024-01-02,08:38:00,Tuesday,Bloor,PUOPO,0,0,N,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,OPTO (COMMS) Train Door Monitoring
2024-01-02,08:44:00,Tuesday,St Clair,PUOPO,6,9,N,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.393589409,43.68818861,OPTO (COMMS) Train Door Monitoring
2024-01-02,08:51:00,Tuesday,Dundas,MUSAN,3,6,N,YU,Weekday,morning,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.381123655,43.656277584,Unsanitary Vehicle
2024-01-02,09:12:00,Tuesday,Broadview,EUME,9,12,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.358879712,43.676784225,RC&S Maintenance Error - (Human)
2024-01-02,09:22:00,Tuesday,Bay,SUDP,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.390213766,43.670138305,Disorderly Patron
2024-01-02,09:33:00,Tuesday,Finch West,MUIR,4,7,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.490993428,43.7634986,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-02,10:38:00,Tuesday,Rosedale,SUDP,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.388772396,43.677128586,Disorderly Patron
2024-01-02,11:13:00,Tuesday,Chester,SUO,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.352501598,43.678301743,Passenger Other
2024-01-02,11:48:00,Tuesday,Queen's Park,SUO,0,0,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.390699978,43.659788798,Passenger Other
2024-01-02,12:20:00,Tuesday,College,SUDP,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383313131,43.661307158,Disorderly Patron
2024-01-02,13:12:00,Tuesday,Downsview Park,EUDO,5,10,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.478423606,43.75402687,Door Problems - Faulty Equipment
2024-01-02,13:42:00,Tuesday,St George,SUO,3,8,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397849346,43.668584618,Passenger Other
2024-01-02,13:46:00,Tuesday,Eglinton,MUI,3,8,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.398622359,43.706765596,Injured or ill Customer (On Train) - Transported
2024-01-02,13:55:00,Tuesday,Keele,MUPAA,0,0,E,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.460276072,43.655377717,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-02,14:03:00,Tuesday,North York Centre,SUDP,8,13,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.412735717,43.767837366,Disorderly Patron
2024-01-02,14:07:00,Tuesday,Wellesley,SUDP,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383695522,43.665093566,Disorderly Patron
2024-01-02,14:09:00,Tuesday,Kennedy,SUAP,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.264538997,43.732246741,Assault / Patron Involved
2024-01-02,14:36:00,Tuesday,St George,SUDP,21,26,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397849346,43.668584618,Disorderly Patron
2024-01-02,15:09:00,Tuesday,Kipling,MUIR,3,6,E,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Injured or ill Customer (On Train) - Medical Aid Refused
2024-01-02,15:12:00,Tuesday,Museum,SUDP,8,13,S,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.393731641,43.667212514,Disorderly Patron
2024-01-02,15:43:00,Tuesday,Keele,TUNIP,3,6,W,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.460276072,43.655377717,Operator Not In Position
2024-01-02,15:54:00,Tuesday,Davisville,MUDD,6,11,N,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397541379,43.698088363,Door Problems - Debris Related
2024-01-02,16:05:00,Tuesday,Islington,TUSC,0,0,E,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.523970386,43.645471587,Operator Overspeeding
2024-01-02,16:31:00,Tuesday,Donlands,MUSC,0,0,W,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.337800388,43.681180597,Miscellaneous Speed Control
2024-01-02,16:52:00,Tuesday,Bloor,MUIRS,0,0,NA,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-02,16:53:00,Tuesday,Bloor,SUDP,0,0,N,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,Disorderly Patron
2024-01-02,18:00:00,Tuesday,Woodbine,MUSC,0,0,E,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.313208456,43.686505466,Miscellaneous Speed Control
2024-01-02,18:07:00,Tuesday,Dundas,MUIS,0,0,NA,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.381123655,43.656277584,Injured or ill Customer (In Station) - Transported
2024-01-02,18:09:00,Tuesday,College,MUDD,10,13,S,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383313131,43.661307158,Door Problems - Debris Related
2024-01-02,18:38:00,Tuesday,Bloor,SUO,16,20,S,YU,Weekday,evening,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,Passenger Other
2024-01-02,18:41:00,Tuesday,Yonge,SUO,16,20,W,BD,Weekday,evening,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.38594519,43.670985406,Passenger Other
2024-01-02,19:01:00,Tuesday,Bloor,SUO,24,27,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.3852,43.67,Passenger Other
2024-01-02,19:01:00,Tuesday,Yonge,SUO,24,29,E,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.38594519,43.670985406,Passenger Other
2024-01-02,19:34:00,Tuesday,Rosedale,SUO,20,23,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.388772396,43.677128586,Passenger Other
2024-01-02,19:43:00,Tuesday,College,MUIRS,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383313131,43.661307158,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-02,20:12:00,Tuesday,Warden,TUO,3,8,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.278911529,43.712536504,Transportation Department - Other
2024-01-02,20:29:00,Tuesday,Main,SUDP,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.302409246,43.688875715,Disorderly Patron
2024-01-02,20:38:00,Tuesday,Wellesley,MUIRS,0,0,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383695522,43.665093566,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-02,20:40:00,Tuesday,Eglinton,SUEAS,9,14,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.398622359,43.706765596,Emergency Alarm Station Activation
2024-01-02,20:42:00,Tuesday,Sherbourne,SUDP,0,0,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.377134499,43.672095117,Disorderly Patron
2024-01-02,21:05:00,Tuesday,St George,SUO,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.397849346,43.668584618,Passenger Other
2024-01-02,21:05:00,Tuesday,Yorkdale,SUO,0,0,S,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.447865439,43.725026597,Passenger Other
2024-01-02,21:09:00,Tuesday,Dundas West,MUIS,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.452665671,43.657117263,Injured or ill Customer (In Station) - Transported
2024-01-02,22:08:00,Tuesday,Spadina,SUAE,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.404053464,43.667271999,Assault / Employee Involved
2024-01-02,22:52:00,Tuesday,Dundas West,SUDP,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.452665671,43.657117263,Disorderly Patron
2024-01-02,23:33:00,Tuesday,Warden,TUS,4,9,E,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.278911529,43.712536504,Crew Unable to Maintain Schedule
2024-01-02,23:57:00,Tuesday,Wellesley,MUIRS,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383695522,43.665093566,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-02,23:59:00,Tuesday,Wellesley,SUO,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.383695522,43.665093566,Passenger Other
2024-01-02,00:08:00,Tuesday,Kennedy,SUDP,5,10,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.264538997,43.732246741,Disorderly Patron
2024-01-02,00:26:00,Tuesday,Main,SUDP,0,0,NA,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.302409246,43.688875715,Disorderly Patron
2024-01-02,01:45:00,Tuesday,Eglinton West,SUDP,0,0,NA,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.436190432,43.698722631,Disorderly Patron
2024-01-02,01:48:00,Tuesday,Eglinton West,SUDP,0,0,N,YU,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.436190432,43.698722631,Disorderly Patron
2024-01-02,01:48:00,Tuesday,Broadview,EUVE,11,16,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.358879712,43.676784225,Work Vehicle
2024-01-02,01:59:00,Tuesday,Jane,SUUT,0,0,W,BD,Weekday,none,Winter,0,1.5,-1.5,0,0,Bloor-Danforth,2,-79.484647899,43.649751849,Unauthorized at Track Level
2024-01-02,05:27:00,Tuesday,Sheppard,TUSC,0,0,E,SHP,Weekday,none,Winter,0,1.5,-1.5,0,0,Yonge-University,1,-79.411104746,43.761474916,Operator Overspeeding
2024-01-02,05:39:00,Tuesday,Don Mills,MUSC,0,0,W,SHP,Weekday,none,Winter,0,1.5,-1.5,0,0,Sheppard,4,-79.347243483,43.775060927,Miscellaneous Speed Control
2024-01-02,16:07:00,Tuesday,Bayview,SUDP,4,11,W,SHP,Weekday,evening,Winter,0,1.5,-1.5,0,0,Sheppard,4,-79.388257361,43.766544641,Disorderly Patron
2024-01-03,02:42:00,Wednesday,Vaughan Met. Centre,MUIS,0,0,NA,YU,Weekday,none,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.526543035,43.793593306,Injured or ill Customer (In Station) - Transported
2024-01-03,06:15:00,Wednesday,Union,MUIS,0,0,NA,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.380694393,43.64566489,Injured or ill Customer (In Station) - Transported
2024-01-03,06:49:00,Wednesday,Kipling,MUIS,0,0,NA,BD,Weekday,morning,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.536179398,43.637142249,Injured or ill Customer (In Station) - Transported
2024-01-03,07:06:00,Wednesday,Eglinton,MUIE,0,0,NA,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.398622359,43.706765596,Injured Employee
2024-01-03,07:17:00,Wednesday,Dundas,MUPAA,3,6,S,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.381123655,43.656277584,Passenger Assistance Alarm Activated - No Trouble Found
2024-01-03,07:31:00,Wednesday,Bloor,PUMEL,0,0,NA,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.3852,43.67,Escalator/Elevator Incident
2024-01-03,07:46:00,Wednesday,Bloor,MUIRS,0,0,NA,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.3852,43.67,Injured or ill Customer (In Station) - Medical Aid Refused
2024-01-03,08:34:00,Wednesday,Union,SUDP,0,0,N,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.380694393,43.64566489,Disorderly Patron
2024-01-03,08:48:00,Wednesday,Dundas,SUDP,0,0,S,YU,Weekday,morning,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.381123655,43.656277584,Disorderly Patron
2024-01-03,11:31:00,Wednesday,Warden,SUO,0,0,NA,BD,Weekday,none,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.278911529,43.712536504,Passenger Other
2024-01-03,11:32:00,Wednesday,Victoria Park,EUCA,4,8,W,BD,Weekday,none,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.28985976,43.69445053,Compressed Air
2024-01-03,11:40:00,Wednesday,Kennedy,PUMEL,0,0,NA,BD,Weekday,none,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.264538997,43.732246741,Escalator/Elevator Incident
2024-01-03,11:54:00,Wednesday,Lansdowne,EUSC,0,0,E,BD,Weekday,none,Winter,0,3.1,0.6,0,0,Bloor-Danforth,2,-79.442988936,43.659060096,Speed Control Equipment  
2024-01-03,12:30:00,Wednesday,Eglinton,TUOS,0,0,S,YU,Weekday,none,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.398622359,43.706765596,Operator Overshot Platform
2024-01-03,12:50:00,Wednesday,Davisville,MUSAN,5,10,N,YU,Weekday,none,Winter,0,3.1,0.6,0,0,Yonge-University,1,-79.397541379,43.698088363,Unsanitary Vehicle
